id,vader_compound_new,vader_pos_new,vader_neg_new,vader_neu_new,finbert_bull_new,finbert_bear_new,finbert_neu_new,finbert_dir_new,hybrid_sentiment_new
1c5fjo9,0.0,0.0,0.0,1.0,0.055909414,0.044681784,0.8994088,0.01122763,0.005613815039396286
1c5jr04,-0.5106,0.057,0.068,0.875,0.09581309,0.547366,0.3568209,-0.45155293,-0.48107646374702456
1c5jvti,-0.4939,0.0,0.262,0.738,0.0508575,0.79400325,0.15513918,-0.74314576,-0.618522881937027
1c60din,0.9464,0.132,0.0,0.868,0.08117818,0.015262183,0.9035596,0.065916,0.5061580008983613
1c64ujl,0.0,0.0,0.0,1.0,0.65286314,0.009527663,0.33760923,0.64333546,0.32166773080825806
1c678pl,0.9601,0.119,0.076,0.804,0.15050551,0.012519161,0.8369753,0.13798635,0.5490431735396385
1c6g5vd,0.9366,0.189,0.039,0.772,0.056417115,0.074870855,0.868712,-0.01845374,0.45907313020825385
1c6jsef,0.0,0.0,0.0,1.0,0.037975196,0.0146245565,0.94740015,0.02335064,0.011675319634377956
1c6la5a,0.1695,0.25,0.0,0.75,0.110374175,0.03723745,0.8523884,0.073136725,0.12131836226582528
1c6m26o,0.7503,0.126,0.098,0.775,0.17247036,0.010039263,0.8174904,0.16243109,0.45636554553508757
1c6u1ig,0.9464,0.132,0.0,0.868,0.0810197,0.015262913,0.90371746,0.06575678,0.5060783914446831
1c6v9xw,0.9509,0.178,0.036,0.785,0.2150147,0.05677501,0.72821033,0.15823969,0.5545698462247848
1c70356,0.0,0.0,0.0,1.0,0.038939435,0.030035019,0.9310255,0.008904416,0.004452208057045937
1c7162g,0.836,0.236,0.0,0.764,0.08627706,0.016530838,0.8971921,0.069746226,0.4528731130361557
1c72x6b,0.0,0.0,0.0,1.0,0.036065493,0.2467576,0.7171769,-0.21069211,-0.10534605383872986
1c7nj02,0.9464,0.132,0.0,0.868,0.08144276,0.015200434,0.9033568,0.06624232,0.5063211611628533
1c7rh1r,0.7088,0.15,0.0,0.85,0.44114152,0.022196684,0.5366618,0.41894484,0.563872417831421
1c7uzoq,0.9613,0.169,0.085,0.745,0.07401549,0.27564603,0.6503385,-0.20163053,0.3798347336292267
1c7yugm,0.0,0.0,0.0,1.0,0.8927025,0.023646493,0.083650924,0.86905605,0.43452802300453186
1c80pfd,-0.308,0.0,0.101,0.899,0.02475767,0.10366593,0.87157637,-0.078908265,-0.1934541323184967
1c839lt,0.0,0.0,0.0,1.0,0.07374059,0.025667816,0.9005917,0.04807277,0.024036385118961334
1c8gnfl,0.9464,0.132,0.0,0.868,0.08133962,0.015197502,0.9034629,0.06614212,0.5062710597336293
1c8jjs0,-0.0772,0.009,0.012,0.979,0.15446363,0.16098446,0.6845519,-0.0065208226,-0.041860411322116854
1c8m6kn,-0.7468,0.042,0.095,0.863,0.022923486,0.62895346,0.34812304,-0.60603,-0.6764149936676025
1c8qd1e,-0.3182,0.0,0.133,0.867,0.7076317,0.027044436,0.26532382,0.6805873,0.18119364585876466
1c8zolk,0.0,0.0,0.0,1.0,0.025259962,0.046124194,0.9286158,-0.020864232,-0.010432115755975246
1c98rjb,0.9464,0.132,0.0,0.868,0.08179834,0.015159574,0.90304196,0.06663876,0.5065193801343442
1c9h6e1,-0.296,0.0,0.121,0.879,0.057160255,0.06649234,0.87634736,-0.009332087,-0.15266604344546794
1c9m9a4,-0.2732,0.0,0.174,0.826,0.016307678,0.929808,0.053884294,-0.91350037,-0.5933501842975617
1c9pfnz,0.8185,0.118,0.097,0.785,0.033011768,0.022863394,0.94412476,0.010148374,0.41432418718189
1ca1b0m,0.9464,0.132,0.0,0.868,0.08141151,0.01523512,0.9033534,0.06617639,0.5062881960690022
1ca55ba,0.4588,0.136,0.0,0.864,0.02533052,0.02931759,0.94535196,-0.00398707,0.22740646491348743
1ca6bh1,-0.3187,0.038,0.048,0.913,0.043684687,0.06815269,0.8881626,-0.024468001,-0.1715840004891157
1ca6k4j,0.7027,0.044,0.0,0.956,0.39835057,0.059662297,0.5419872,0.33868825,0.5206941271781922
1ca8p94,0.6037,0.208,0.0,0.792,0.065341175,0.032798346,0.9018604,0.03254283,0.31812141423523427
1cav7il,0.9464,0.132,0.0,0.868,0.08122105,0.015267978,0.903511,0.065953076,0.5061765379428864
1cb5098,0.4098,0.027,0.0,0.973,0.057890244,0.16553701,0.7765727,-0.10764677,0.15107661461234093
1cbaajg,-0.9022,0.094,0.136,0.77,0.033014357,0.6632754,0.30371022,-0.63026106,-0.7662305317878724
1cbei9k,0.2263,0.119,0.0,0.881,0.023838388,0.053020373,0.9231412,-0.029181985,0.09855900740772486
1cbme1o,-0.163,0.049,0.065,0.886,0.054957237,0.02608635,0.9189564,0.028870886,-0.06706455690413714
1cbmrmi,-0.1431,0.09,0.079,0.831,0.17254464,0.05788083,0.76957446,0.11466381,-0.014218095231056216
1cbowha,0.9464,0.132,0.0,0.868,0.08121779,0.015267638,0.90351456,0.06595015,0.5061750739037991
1cbws5m,0.8519,0.084,0.0,0.916,0.05458632,0.02733237,0.9180813,0.027253952,0.4395769759386778
1cc4ij5,-0.3818,0.094,0.126,0.78,0.008709288,0.94672954,0.04456119,-0.9380202,-0.6599101146697998
1ccbatq,0.9871,0.1,0.038,0.862,0.04175272,0.05997062,0.8982767,-0.018217903,0.4844410486847162
1ccek4b,0.9438,0.167,0.0,0.833,0.050434634,0.021501215,0.9280641,0.028933419,0.48636670945733784
1cciitq,0.9464,0.132,0.0,0.868,0.081143714,0.015249193,0.90360713,0.06589452,0.5061472608864308
1ccqr1u,0.3612,0.175,0.082,0.743,0.10059327,0.0693102,0.83009654,0.031283066,0.19624153283834458
1ccym76,0.4215,0.16,0.0,0.84,0.022158876,0.064084716,0.9137565,-0.04192584,0.1897870799601078
1cd9c1f,0.9584,0.175,0.0,0.825,0.8277664,0.006764569,0.1654691,0.8210018,0.8897009138584138
1cdbuva,0.9464,0.132,0.0,0.868,0.081581295,0.015202,0.9032167,0.066379294,0.5063896468997002
1cdkipb,-0.1531,0.0,0.127,0.873,0.024238931,0.8641298,0.11163132,-0.83989084,-0.4964954188346863
1ce59ve,0.9464,0.132,0.0,0.868,0.08140723,0.015194802,0.90339804,0.06621242,0.5063062115728856
1ce9lz2,0.2023,0.167,0.0,0.833,0.16061592,0.019397985,0.8199861,0.14121793,0.1717589660525322
1ceg78b,0.0,0.0,0.0,1.0,0.36548045,0.012446353,0.6220732,0.3530341,0.176517054438591
1cesy00,0.9964,0.189,0.064,0.747,0.031179031,0.2915635,0.6772574,-0.26038447,0.36800776488780973
1cexbw4,0.9464,0.132,0.0,0.868,0.08181405,0.015163412,0.9030225,0.06665064,0.5065253182470799
1cf1lg0,0.0,0.0,0.0,1.0,0.06623389,0.011943045,0.921823,0.054290842,0.027145421132445335
1cf5tnt,-0.296,0.0,0.087,0.913,0.10425943,0.14887118,0.7468693,-0.044611752,-0.17030587601661681
1cfc31i,0.9555,0.117,0.034,0.849,0.088207364,0.032183003,0.8796096,0.05602436,0.5057621807008982
1cfduaa,-0.296,0.0,0.087,0.913,0.10425943,0.14887118,0.7468693,-0.044611752,-0.17030587601661681
1cfprvx,0.9464,0.132,0.0,0.868,0.08130881,0.015245815,0.9034454,0.066062994,0.5062314971506596
1cftk82,0.4588,0.136,0.0,0.864,0.025145613,0.029564941,0.94528943,-0.0044193286,0.22719033567756414
1cfxs8l,0.8823,0.139,0.0,0.861,0.15644148,0.031247485,0.812311,0.125194,0.5037469991087913
1cgjj5a,0.8126,0.112,0.032,0.856,0.055606436,0.05592428,0.8884693,-0.0003178455,0.40614107725322246
1cgjjqn,0.9464,0.132,0.0,0.868,0.081244975,0.015253137,0.90350187,0.06599184,0.5061959206283093
1cgtamj,0.249,0.054,0.029,0.917,0.09349262,0.10950388,0.79700345,-0.01601126,0.11649436977505684
1cgvhup,0.3311,0.048,0.054,0.898,0.014426153,0.9238661,0.0617077,-0.9094399,-0.2891699606895447
1chcryu,0.9035,0.111,0.06,0.829,0.020350637,0.08957744,0.890072,-0.0692268,0.41713659930229186
1chcs3u,0.9464,0.132,0.0,0.868,0.0813886,0.015240524,0.90337086,0.06614807,0.5062740362405778
1chgm8o,0.8914,0.156,0.064,0.781,0.07905258,0.02814394,0.89280343,0.05090864,0.4711543200135231
1chgpl4,-0.1556,0.049,0.036,0.916,0.07756408,0.036145605,0.88629025,0.041418478,-0.05709076105356216
1chic37,0.7712,0.066,0.028,0.906,0.11724209,0.19399828,0.6887597,-0.07675619,0.3472219066083431
1chj05v,0.0,0.0,0.0,1.0,0.10466999,0.022527428,0.8728025,0.08214256,0.04107128083705902
1chozrl,0.6867,0.115,0.0,0.885,0.058408927,0.023960926,0.9176302,0.034448,0.36057400076687335
1chr0ht,0.5267,0.126,0.085,0.789,0.055380873,0.6476218,0.29699734,-0.5922409,-0.03277046480178836
1chrub2,-0.7757,0.072,0.183,0.745,0.021905184,0.070186086,0.90790874,-0.048280902,-0.41199045110344884
1chxeid,-0.5584,0.041,0.084,0.875,0.04284695,0.35618216,0.6009709,-0.3133352,-0.4358676050424576
1ci2mbe,0.9901,0.195,0.033,0.772,0.05291502,0.2526711,0.6944139,-0.19975607,0.3951719645142555
1ci4ws0,-0.2323,0.074,0.07,0.857,0.024812555,0.8285346,0.14665286,-0.803722,-0.5180110119819641
1ci693m,0.9464,0.132,0.0,0.868,0.08128566,0.0152499955,0.9034644,0.066035666,0.5062178327858449
1cifszq,-0.7003,0.0,0.132,0.868,0.035461903,0.78708464,0.17745341,-0.75162274,-0.725961368227005
1cijorz,-0.8402,0.0,0.474,0.526,0.04577972,0.8382926,0.115927726,-0.7925129,-0.8163564468383788
1cizg1y,0.9464,0.132,0.0,0.868,0.081734955,0.01516757,0.9030975,0.06656738,0.5064836918532849
1cjas40,0.9752,0.142,0.025,0.833,0.19852209,0.01310269,0.78837514,0.1854194,0.5803096977829934
1cjddsj,0.9338,0.079,0.041,0.88,0.033091243,0.33858225,0.6283265,-0.305491,0.31415449979305266
1cjqtam,0.413,0.109,0.07,0.821,0.031903423,0.024929317,0.94316727,0.0069741067,0.2099870533272624
1cjrfdv,0.9464,0.132,0.0,0.868,0.08161989,0.015179374,0.9032007,0.066440515,0.5064202576100827
1ck6we4,0.2732,0.197,0.125,0.678,0.04048217,0.05737485,0.902143,-0.016892679,0.1281536604821682
1ckilx6,0.9464,0.132,0.0,0.868,0.08196444,0.015155299,0.90288025,0.06680914,0.5066045700728894
1ckov67,0.9949,0.121,0.005,0.874,0.3038143,0.010120589,0.6860651,0.2936937,0.6442968457460403
1cl9xzm,0.9464,0.132,0.0,0.868,0.081532896,0.015235629,0.9032315,0.06629726,0.5063486314535142
1cldm33,0.4588,0.136,0.0,0.864,0.025615444,0.028915739,0.94546884,-0.0033002943,0.2277498528599739
1clnn8v,0.9734,0.091,0.007,0.902,0.083035946,0.105445966,0.8115181,-0.02241002,0.4754949898838997
1cm0fgh,0.8948,0.097,0.07,0.834,0.036500152,0.06844396,0.8950559,-0.03194381,0.4314280953794718
1cm2v17,0.9464,0.132,0.0,0.868,0.08152184,0.015244053,0.9032341,0.06627779,0.506338893544674
1cm92jj,0.0,0.0,0.0,1.0,0.61704695,0.34997508,0.032978006,0.26707187,0.1335359364748001
1cm9dmn,0.4939,0.091,0.056,0.853,0.2671088,0.5704947,0.16239648,-0.3033859,0.0952570433139801
1cmet89,0.9906,0.174,0.079,0.748,0.03488717,0.052883774,0.912229,-0.017996605,0.48630169725716116
1cmid11,0.9484,0.184,0.0,0.816,0.86818236,0.011966202,0.119851366,0.85621613,0.9023080663204193
1cmporq,-0.0353,0.059,0.066,0.876,0.034316227,0.10832003,0.8573638,-0.0740038,-0.05465190037488937
1cmsi5u,0.9873,0.16,0.026,0.814,0.038695652,0.038981754,0.92232263,-0.0002861023,0.49350694885253904
1cmvg9f,0.9464,0.132,0.0,0.868,0.08134588,0.015244477,0.9034096,0.0661014,0.5062507010221482
1cn1cb4,0.4137,0.062,0.0,0.938,0.04657884,0.041434597,0.91198665,0.005144242,0.2094221210986376
1cnll3x,0.9975,0.145,0.051,0.804,0.045541096,0.07267006,0.88178885,-0.027128961,0.48518551953136924
1cno6cx,0.9464,0.132,0.0,0.868,0.081295244,0.015238372,0.9034664,0.06605687,0.5062284349620343
1cnq7j6,0.743,0.441,0.0,0.559,0.10631362,0.019375298,0.87431103,0.08693832,0.4149691607952118
1cnq8q5,0.743,0.441,0.0,0.559,0.10631362,0.019375298,0.87431103,0.08693832,0.4149691607952118
1cnr1c6,0.4019,0.076,0.0,0.924,0.05043953,0.024393367,0.925167,0.026046162,0.2139730812355876
1cnu12p,0.6908,0.098,0.038,0.864,0.062459547,0.035926275,0.9016141,0.026533272,0.35866663605868815
1co62rz,0.3182,0.161,0.0,0.839,0.21328706,0.06948069,0.7172322,0.14380637,0.23100318405628203
1cogjlp,0.9464,0.132,0.0,0.868,0.081842,0.015193037,0.902965,0.06664896,0.5065244800567628
1cosnxy,0.926,0.193,0.0,0.807,0.05849864,0.024179671,0.9173217,0.03431897,0.48015948432683947
1cp1r1a,0.0,0.0,0.0,1.0,0.5634308,0.025037147,0.41153204,0.5383936,0.2691968083381653
1cp8lvk,0.9464,0.132,0.0,0.868,0.08166821,0.015192349,0.9031394,0.06647586,0.5064379303872586
1cpb97z,0.0,0.0,0.0,1.0,0.02619661,0.025081076,0.94872224,0.0011155345,0.0005577672272920609
1cpwfsd,0.5801,0.092,0.055,0.853,0.029045634,0.13394234,0.837012,-0.1048967,0.23760164906382558
1cpz66b,0.9464,0.132,0.0,0.868,0.081907146,0.015158087,0.90293485,0.06674906,0.5065745293319226
1cq98ya,0.7801,0.087,0.068,0.844,0.04630501,0.58086395,0.37283105,-0.53455895,0.1227705240726471
1cq9a5n,0.9889,0.154,0.055,0.791,0.15224041,0.039430596,0.8083291,0.112809815,0.5508549072563649
1cqefpe,-0.34,0.0,0.124,0.876,0.009242621,0.936028,0.054729387,-0.9267854,-0.6333927047252655
1cqo994,0.3818,0.224,0.0,0.776,0.73219293,0.08304028,0.18476675,0.64915264,0.5154763182640075
1cqpf2d,0.4404,0.225,0.0,0.775,0.12917186,0.010290839,0.8605373,0.118881024,0.2796405122101307
1cqpqpm,-0.8978,0.033,0.194,0.773,0.02088068,0.729235,0.24988432,-0.7083543,-0.8030771471500397
1cqq9i5,0.9464,0.132,0.0,0.868,0.08155834,0.0152336415,0.90320796,0.066324696,0.5063623479723931
1cqqyox,0.0,0.0,0.0,1.0,0.1901726,0.023630956,0.7861964,0.16654164,0.08327081799507141
1cqtx0h,0.4588,0.136,0.0,0.864,0.02561499,0.029035605,0.9453494,-0.0034206156,0.22768969221562146
1cqxpk3,-0.8808,0.0,0.136,0.864,0.08808125,0.5526834,0.35923535,-0.46460217,-0.6727010861873627
1cr5pfw,0.7919,0.093,0.044,0.863,0.20269446,0.024877695,0.77242786,0.17781676,0.4848583817601204
1cr7am9,0.9633,0.231,0.022,0.747,0.85450065,0.007322728,0.1381766,0.8471779,0.9052389613628388
1crj458,0.9464,0.132,0.0,0.868,0.081316195,0.015265745,0.90341806,0.06605045,0.506225223761797
1crkmq6,-0.8934,0.085,0.273,0.642,0.019670414,0.95680434,0.023525197,-0.9371339,-0.9152669541358948
1crm68e,0.0,0.0,0.0,1.0,0.11584948,0.12090923,0.7632413,-0.005059749,-0.0025298744440078735
1crogsw,0.0,0.0,0.0,1.0,0.012322798,0.91780376,0.0698734,-0.905481,-0.45274049043655396
1crpz6t,0.9089,0.171,0.04,0.789,0.022008993,0.83766854,0.14032246,-0.8156595,0.04662023849487307
1csa9w1,-0.6801,0.064,0.076,0.86,0.031000327,0.07706127,0.8919383,-0.046060946,-0.3630804729193449
1csbvlb,0.9464,0.132,0.0,0.868,0.08109171,0.015260436,0.9036479,0.065831274,0.5061156368970872
1cseb8u,0.0,0.0,0.0,1.0,0.083515644,0.012171797,0.9043126,0.07134385,0.03567192330956459
1csrnco,0.5913,0.078,0.0,0.922,0.09777658,0.010985341,0.89123815,0.08679123,0.3390456161141396
1csx2nw,0.9836,0.17,0.023,0.808,0.08398711,0.014045177,0.9019677,0.06994193,0.5267709652364254
1ct47k3,0.9464,0.132,0.0,0.868,0.08108511,0.015267021,0.90364784,0.065818086,0.5061090431332589
1ctiui2,0.3182,0.187,0.0,0.813,0.8509587,0.01375315,0.13528815,0.8372055,0.5777027646064758
1ctk5ac,0.9858,0.171,0.031,0.798,0.10321654,0.073880464,0.822903,0.029336073,0.5075680362522602
1ctkece,0.9708,0.104,0.021,0.875,0.04798408,0.037606243,0.9144097,0.0103778355,0.49058891774117946
1ctsq4e,0.8625,0.162,0.0,0.838,0.14534448,0.008089983,0.8465655,0.13725449,0.4998772457242012
1ctw812,0.9464,0.132,0.0,0.868,0.08174756,0.015182243,0.90307015,0.06656532,0.5064826599478722
1cu4fi3,-0.7443,0.046,0.078,0.876,0.040302902,0.047962207,0.91173494,-0.007659305,-0.37597965244352816
1cuomhk,0.9464,0.132,0.0,0.868,0.08154313,0.015184291,0.9032725,0.06635884,0.506379420977831
1cuvh18,-0.9397,0.126,0.132,0.742,0.050500806,0.31887323,0.6306259,-0.26837242,-0.6040362082481384
1cuzy51,-0.2732,0.06,0.118,0.822,0.023768524,0.6036305,0.372601,-0.57986194,-0.42653096947669983
1cvfh9l,0.9464,0.132,0.0,0.868,0.08172444,0.015160151,0.90311545,0.06656429,0.506482145857811
1cw5dbw,0.9691,0.094,0.042,0.864,0.045195915,0.0964585,0.8583457,-0.051262587,0.45891870634555815
1cw6mjj,0.9464,0.132,0.0,0.868,0.081483215,0.015226912,0.9032899,0.0662563,0.5063281498074532
1cwa6pp,0.4588,0.136,0.0,0.864,0.025666658,0.028853115,0.9454802,-0.0031864569,0.2278067715704441
1cwbexo,0.5413,0.304,0.0,0.696,0.015732955,0.92443335,0.05983368,-0.9087004,-0.18370020327568054
1cwij0i,0.7419,0.091,0.027,0.883,0.59773153,0.026708001,0.37556046,0.5710235,0.6564617619037628
1cwl8z5,0.9924,0.132,0.02,0.848,0.09318305,0.01319289,0.89362407,0.079990156,0.536195077997446
1cwmpls,0.7351,0.105,0.053,0.842,0.053524517,0.15960796,0.7868675,-0.106083445,0.314508277374506
1cwmzzg,0.0,0.0,0.0,1.0,0.022528661,0.502043,0.4754283,-0.47951436,-0.23975718021392822
1cwua3w,0.8074,0.172,0.0,0.828,0.113992915,0.010786623,0.87522054,0.10320629,0.45530314589738846
1cwudac,0.5574,0.086,0.0,0.914,0.319822,0.0072500175,0.6729279,0.312572,0.43498600120544434
1cwyz07,0.9464,0.132,0.0,0.868,0.08133204,0.015255619,0.90341234,0.06607643,0.5062382138490678
1cx58sk,0.8645,0.207,0.0,0.793,0.04678609,0.023596194,0.9296178,0.023189895,0.44384494742751124
1cx8125,0.7587,0.137,0.0,0.863,0.027608924,0.6380867,0.3343044,-0.61047775,0.07411112723350527
1cxg1ih,0.9322,0.153,0.051,0.796,0.1961293,0.018116783,0.78575397,0.17801252,0.5551062600374221
1cxrabu,0.9464,0.132,0.0,0.868,0.081206694,0.015263798,0.90352947,0.0659429,0.5061714491963387
1cxsu7f,0.7845,0.165,0.065,0.769,0.04780952,0.19823596,0.7539545,-0.15042645,0.317036776304245
1cxz7y9,0.0,0.0,0.0,1.0,0.082935244,0.023337372,0.89372736,0.059597872,0.02979893609881401
1cy63dc,-0.1152,0.193,0.189,0.618,0.10286569,0.14953828,0.7475961,-0.04667259,-0.08093629503846168
1cygxqm,0.9722,0.151,0.041,0.809,0.12322135,0.027401196,0.84937745,0.09582016,0.5340100793600082
1cyjs8n,0.9464,0.132,0.0,0.868,0.08107847,0.015267941,0.90365356,0.06581053,0.5061052656888962
1cz0k4h,-0.6952,0.0,0.137,0.863,0.038855202,0.22351964,0.7376251,-0.18466443,-0.4399322141170502
1cz1cjo,0.0,0.0,0.0,1.0,0.17346346,0.61025596,0.21628058,-0.4367925,-0.21839624643325806
1cz497a,0.69,0.587,0.0,0.413,0.3969997,0.013836944,0.58916336,0.38316274,0.5365813684463501
1czbypy,0.9464,0.132,0.0,0.868,0.081775665,0.015186989,0.9030373,0.06658868,0.5064943387329579
1czdy6t,0.0,0.0,0.0,1.0,0.03422244,0.94363844,0.022139138,-0.909416,-0.4547080099582672
1cziga1,0.4767,0.22,0.0,0.78,0.010184072,0.9707216,0.019094344,-0.96053755,-0.24191877641677856
1czvajq,0.34,0.156,0.0,0.844,0.90881383,0.060488172,0.030697985,0.84832567,0.5941628348827362
1czz0qw,0.7617,0.072,0.059,0.869,0.06377352,0.08381714,0.85240936,-0.020043619,0.3708281905114651
1czzywa,0.0,0.0,0.0,1.0,0.041045476,0.06518431,0.8937702,-0.024138834,-0.012069417163729668
1d03fww,0.9464,0.132,0.0,0.868,0.081696235,0.015170159,0.9031336,0.06652608,0.5064630388438702
1d05w3b,0.0,0.0,0.0,1.0,0.07791907,0.012807376,0.90927356,0.0651117,0.032555848360061646
1d0t2av,0.9464,0.132,0.0,0.868,0.08187,0.015159906,0.9029701,0.06671009,0.5065550460636616
1d0v3u8,0.9531,0.167,0.0,0.833,0.05584126,0.020829404,0.9233293,0.035011858,0.4940559288740158
1d0x9pt,0.0,0.0,0.0,1.0,0.47371888,0.012754523,0.5135266,0.46096435,0.23048217594623566
1d0xcbx,-0.5927,0.0,0.039,0.961,0.028630484,0.35089076,0.62047875,-0.32226026,-0.4574801302909851
1d0xy4c,0.6221,0.162,0.121,0.717,0.031328876,0.65318274,0.31548834,-0.6218539,0.00012305598258971484
1d0yryz,0.0,0.0,0.0,1.0,0.6813516,0.010353713,0.30829468,0.6709979,0.33549895882606506
1d0zvtj,0.0,0.0,0.0,1.0,0.043289106,0.038042117,0.91866875,0.0052469894,0.00262349471449852
1d1ix35,0.9464,0.132,0.0,0.868,0.08147598,0.0152311,0.90329283,0.06624488,0.5063224389374257
1d1mh84,0.4588,0.136,0.0,0.864,0.025602194,0.029074226,0.9453235,-0.003472032,0.22766398398727178
1d1ntz2,0.0,0.0,0.0,1.0,0.84061694,0.11731308,0.042069986,0.72330385,0.3616519272327423
1d1o0px,0.8846,0.163,0.0,0.837,0.061481066,0.04796513,0.8905539,0.013515934,0.4490579671740532
1d1oda3,0.9764,0.187,0.052,0.761,0.50643176,0.012463695,0.48110458,0.49396807,0.7351840347766876
1d1wrvv,0.5562,0.09,0.063,0.847,0.32725835,0.2974291,0.37531257,0.029829234,0.2930146169424057
1d26y9k,0.9117,0.175,0.0,0.825,0.13002105,0.010511917,0.859467,0.11950913,0.5156045653581619
1d2ak2s,0.9464,0.132,0.0,0.868,0.08131691,0.015263271,0.9034199,0.066053644,0.5062268219113351
1d2jt1a,0.9093,0.087,0.049,0.864,0.047030475,0.031899408,0.92107016,0.0151310675,0.4622155337423086
1d2mlhd,0.0,0.0,0.0,1.0,0.034796312,0.0279674,0.9372363,0.0068289116,0.0034144558012485504
1d2oxco,-0.9841,0.071,0.179,0.75,0.02393894,0.48892537,0.4871356,-0.4649864,-0.7245432068586349
1d338hk,0.9464,0.132,0.0,0.868,0.08109046,0.015273671,0.90363586,0.06581679,0.506108394932747
1d3c7jl,-0.1027,0.0,0.123,0.877,0.038171623,0.8223296,0.13949874,-0.78415793,-0.4434289659023285
1d3ngo6,0.3818,0.14,0.0,0.86,0.10202683,0.013762822,0.8842103,0.088264,0.2350320016980171
1d3v66k,0.9464,0.132,0.0,0.868,0.081109144,0.015255167,0.90363574,0.065853976,0.5061269878566266
1d41zbc,0.0,0.0,0.0,1.0,0.06369375,0.060588825,0.87571746,0.0031049214,0.001552460715174675
1d4e6m2,0.0,0.0,0.0,1.0,0.16619283,0.011295735,0.82251143,0.1548971,0.07744854688644409
1d4f9oo,0.3612,0.217,0.0,0.783,0.5893383,0.02140782,0.38925385,0.56793046,0.4645652299880981
1d4gisg,0.755,0.089,0.06,0.851,0.04244363,0.04651451,0.9110418,-0.0040708818,0.37546455912292004
1d4iium,0.7691,0.106,0.0,0.894,0.03895112,0.025823757,0.93522507,0.013127364,0.3911136821091175
1d4mpms,0.9464,0.132,0.0,0.868,0.08119666,0.015222635,0.90358067,0.06597403,0.5061870134592057
1d4t2be,0.9906,0.123,0.004,0.873,0.10486641,0.010423621,0.88471,0.094442785,0.5425213923931123
1d4vmhj,-0.749,0.0,0.162,0.838,0.018155925,0.78283167,0.19901243,-0.76467574,-0.7568378682136536
1d51tvr,0.9278,0.176,0.067,0.758,0.051348556,0.05051104,0.89814043,0.00083751604,0.46431875801980493
1d5aved,0.7906,0.237,0.0,0.763,0.24162696,0.01562735,0.7427457,0.22599961,0.5082998043179512
1d5ec42,0.9035,0.111,0.06,0.829,0.020334113,0.08988343,0.8897824,-0.06954932,0.41697533893585204
1d5ec7p,0.9464,0.132,0.0,0.868,0.08157142,0.015168323,0.9032603,0.0664031,0.5064015492022038
1d64rj8,0.9464,0.132,0.0,0.868,0.081903554,0.015149788,0.9029467,0.06675377,0.5065768837153912
1d6guwg,0.34,0.045,0.0,0.955,0.0600279,0.018933602,0.9210385,0.0410943,0.19054714970290662
1d6vll2,0.9464,0.132,0.0,0.868,0.08132208,0.015222677,0.90345526,0.066099405,0.5062497026443482
1d6z6gg,0.4588,0.136,0.0,0.864,0.02540471,0.02894522,0.94565016,-0.0035405103,0.22762974484413862
1d70jmw,0.9111,0.135,0.0,0.865,0.028164618,0.7619677,0.20986761,-0.7338031,0.08864845328330995
1d781m8,0.9801,0.168,0.048,0.784,0.042078238,0.06323811,0.8946837,-0.021159869,0.47947006565630435
1d7o4ns,0.9464,0.132,0.0,0.868,0.08121191,0.015257988,0.9035302,0.065953925,0.5061769626259804
1d837jz,0.5994,0.114,0.0,0.886,0.58011216,0.08324472,0.3366431,0.49686745,0.5481337240457536
1d85dqq,0.9903,0.162,0.005,0.833,0.05520347,0.015740827,0.92905563,0.039462645,0.5148813223034143
1d87ff5,0.9319,0.126,0.051,0.823,0.051755954,0.094928145,0.8533159,-0.04317219,0.4443639040857553
1d8gug5,0.9464,0.132,0.0,0.868,0.08110341,0.01527498,0.90362155,0.06582843,0.5061142138361931
1d8ib7x,0.9201,0.158,0.017,0.824,0.8939311,0.08348914,0.022579782,0.810442,0.8652709854125977
1d99b92,0.9464,0.132,0.0,0.868,0.08107074,0.01526612,0.9036631,0.06580462,0.5061023115336896
1d9a4ni,0.0,0.0,0.0,1.0,0.042992968,0.01862424,0.93838274,0.024368728,0.012184363789856434
1d9fn5g,0.0,0.0,0.0,1.0,0.040138412,0.017009465,0.9428521,0.023128947,0.011564473621547222
1d9t45m,0.9246,0.159,0.081,0.76,0.17264439,0.010170767,0.81718487,0.16247362,0.5435368094921111
1d9u91t,0.9599,0.149,0.015,0.836,0.051985048,0.025463864,0.92255104,0.026521184,0.4932105917751789
1da1ngz,0.9464,0.132,0.0,0.868,0.08177899,0.015180086,0.9030409,0.0665989,0.5064994498312474
1da5bfz,0.128,0.229,0.197,0.573,0.06869592,0.0119467005,0.91935736,0.056749217,0.09237460860610008
1dahiod,-0.7645,0.03,0.16,0.81,0.010651213,0.96450603,0.024842717,-0.9538548,-0.8591773996353149
1dal196,0.0,0.0,0.0,1.0,0.04765565,0.2825618,0.6697825,-0.23490617,-0.11745308339595795
1dal5a3,0.3182,0.081,0.056,0.864,0.05124345,0.054233696,0.89452285,-0.0029902458,0.1576048770904541
1dau3xm,0.9464,0.132,0.0,0.868,0.081501,0.015176686,0.90332234,0.066324316,0.5063621579825879
1dbkwf8,0.9464,0.132,0.0,0.868,0.08186315,0.015143925,0.9029929,0.06671923,0.5065596132695676
1dbmc0t,0.7003,0.091,0.021,0.888,0.16904439,0.6226092,0.20834643,-0.45356482,0.12336758866310121
