id,vader_compound_new,vader_pos_new,vader_neg_new,vader_neu_new,finbert_bull_new,finbert_bear_new,finbert_neu_new,finbert_dir_new,hybrid_sentiment_new
8cw33l,0.0,0.0,0.0,1.0,0.05827379,0.06696829,0.874758,-0.008694503,-0.004347251728177071
8cwpjz,0.368,0.297,0.0,0.703,0.09027419,0.013703874,0.89602196,0.07657032,0.22228515857458114
8cxa19,0.0,0.0,0.0,1.0,0.037774652,0.6893193,0.272906,-0.6515447,-0.32577234506607056
8cy036,0.9766,0.085,0.006,0.909,0.046579883,0.05872805,0.894692,-0.012148168,0.482225916031003
8d0tg8,0.765,0.113,0.0,0.887,0.06702451,0.067674436,0.865301,-0.00064992905,0.3821750354766846
8d3ktf,0.0,0.0,0.0,1.0,0.05943563,0.014424327,0.92614007,0.0450113,0.02250565029680729
8d3ziy,0.4767,0.341,0.0,0.659,0.11257453,0.03428115,0.8531443,0.07829338,0.27749669156074525
8d5atk,0.0,0.0,0.0,1.0,0.3247219,0.025551884,0.6497262,0.29917002,0.14958500862121582
8d5eoz,-0.5106,0.082,0.165,0.753,0.10170277,0.065817714,0.83247954,0.03588506,-0.23735747082829478
8d71n2,-0.9113,0.044,0.107,0.849,0.03110326,0.13413711,0.83475965,-0.10303385,-0.5071669240534306
8d78xv,0.6369,0.203,0.114,0.684,0.030874914,0.061007638,0.90811735,-0.030132724,0.30338363801389934
8d95tc,-0.9692,0.059,0.15,0.791,0.01589214,0.8000305,0.18407735,-0.7841384,-0.8766691907405852
8d9ws7,-0.6757,0.073,0.085,0.842,0.05273346,0.20449254,0.74277395,-0.15175909,-0.4137295440196991
8dc65s,0.1779,0.108,0.0,0.892,0.04729472,0.18573707,0.76696825,-0.13844235,0.01972882379293442
8dgser,-0.1779,0.049,0.063,0.888,0.016276013,0.7901114,0.19361256,-0.7738354,-0.4758677103042602
8dhuff,-0.3595,0.0,0.454,0.546,0.035238937,0.7088172,0.25594392,-0.67357826,-0.5165391311645507
8dj8oo,0.5106,0.152,0.0,0.848,0.059088234,0.018351493,0.9225604,0.040736742,0.2756683711588383
8dksw2,0.7788,0.072,0.016,0.913,0.039670918,0.021943815,0.9383853,0.017727103,0.3982635515421629
8dm9c4,0.1779,0.136,0.072,0.792,0.021310098,0.17711258,0.8015773,-0.15580249,0.011048755836486818
8dmtqq,0.3612,0.238,0.0,0.762,0.08908372,0.011146162,0.8997701,0.07793756,0.2195687791466713
8dno5f,0.5983,0.261,0.0,0.739,0.8642716,0.010677679,0.12505074,0.8535939,0.7259469429492951
8dqpec,0.0,0.0,0.0,1.0,0.04446542,0.0269989,0.9285357,0.017466519,0.00873325951397419
8dt20c,0.4215,0.737,0.0,0.263,0.36885664,0.011842125,0.61930126,0.3570145,0.3892572535276413
8du4pq,-0.296,0.0,0.239,0.761,0.03234139,0.029643144,0.9380154,0.0026982464,-0.14665087680518626
8du57z,-0.9956,0.044,0.094,0.862,0.039225344,0.030278305,0.93049634,0.008947039,-0.49332648048847916
8duxli,0.8555,0.257,0.0,0.743,0.04905028,0.034393247,0.9165565,0.014657032,0.4350785158723593
8dv5dg,0.2732,0.13,0.0,0.87,0.119817875,0.009032207,0.87114996,0.11078567,0.19199283528923988
8dwwby,0.6369,0.583,0.0,0.417,0.19540608,0.01579664,0.78879726,0.17960943,0.4082547164082527
8dyjg3,0.0,0.0,0.0,1.0,0.04054041,0.020162402,0.9392972,0.020378007,0.010189003311097622
8e0fhx,0.0,0.0,0.0,1.0,0.07017713,0.061416466,0.8684064,0.008760665,0.004380332306027412
8e0zi6,0.7177,0.158,0.0,0.842,0.25299627,0.010278075,0.73672557,0.24271819,0.48020909497737885
8e2f19,0.9864,0.19,0.012,0.797,0.21106242,0.008757541,0.7801801,0.20230487,0.5943524349451066
8e37ra,0.9374,0.272,0.034,0.694,0.23268338,0.4063261,0.36099055,-0.17364271,0.38187864507436753
8e49yg,0.0,0.0,0.0,1.0,0.025933506,0.034701813,0.93936473,-0.008768307,-0.00438415352255106
8e8gkc,0.9882,0.24,0.0,0.76,0.75468636,0.007987197,0.23732646,0.74669915,0.8674495771884918
8e8qpw,0.1528,0.076,0.078,0.845,0.018791411,0.07626372,0.90494484,-0.057472307,0.04766384638249874
8eaflq,0.1779,0.175,0.0,0.825,0.07504629,0.014335842,0.9106178,0.060710452,0.11930522624850273
8ebao3,0.0,0.0,0.0,1.0,0.013810892,0.96065056,0.02553858,-0.9468397,-0.47341984510421753
8ec7nn,0.9879,0.124,0.046,0.829,0.21749528,0.011109938,0.7713948,0.20638534,0.5971426721334457
8eggtl,0.0,0.0,0.0,1.0,0.83806473,0.022641946,0.13929325,0.8154228,0.407711386680603
8egh4c,0.0,0.0,0.0,1.0,0.07125557,0.01671817,0.9120263,0.0545374,0.027268700301647186
8egjov,0.0,0.0,0.0,1.0,0.049841315,0.19496378,0.7551949,-0.14512247,-0.07256123423576355
8eh77o,0.9923,0.084,0.021,0.895,0.58197254,0.017515937,0.40051156,0.5644566,0.7783782910346985
8eiyd9,0.8577,0.145,0.068,0.787,0.0370099,0.21090265,0.7520874,-0.17389275,0.34190362433195115
8ej27z,-0.9934,0.065,0.277,0.657,0.0461371,0.43913814,0.51472473,-0.39300105,-0.6932005248785018
8ek5c0,0.0,0.0,0.0,1.0,0.12413511,0.066161856,0.809703,0.05797325,0.028986625373363495
8ek86t,0.7443,0.061,0.031,0.908,0.023455981,0.17608088,0.8004632,-0.1526249,0.2958375474452972
8el3ao,0.466,0.098,0.0,0.902,0.050224308,0.01613538,0.9336403,0.03408893,0.25004446412622927
8epgww,0.4588,0.2,0.0,0.8,0.045173053,0.03501629,0.91981065,0.010156762,0.2344783809274435
8eu3hm,0.0,0.0,0.0,1.0,0.10916017,0.008842185,0.88199764,0.100317985,0.050158992409706116
8eu430,0.0,0.0,0.0,1.0,0.10916017,0.008842185,0.88199764,0.100317985,0.050158992409706116
8euc9s,0.0,0.0,0.0,1.0,0.110554785,0.020070171,0.8693751,0.09048461,0.0452423058450222
8evo8j,0.9991,0.187,0.068,0.746,0.039768677,0.04270966,0.91752166,-0.0029409826,0.4980795087099075
8ew5gb,-0.3818,0.0,0.224,0.776,0.028200138,0.62386805,0.3479318,-0.5956679,-0.48873394932746883
8f0vix,0.9816,0.151,0.013,0.835,0.21478269,0.010868592,0.77434874,0.20391409,0.5927570454955101
8f0ydh,-0.8347,0.06,0.071,0.869,0.03471461,0.045823485,0.91946197,-0.011108875,-0.4229044376373291
8f1u7h,0.6784,0.294,0.0,0.706,0.21857396,0.021849003,0.759577,0.19672495,0.4375624756336212
8f2l7j,0.4927,0.242,0.0,0.758,0.20030488,0.00962151,0.7900736,0.19068336,0.34169168243408204
8f2olz,0.0,0.0,0.0,1.0,0.7550332,0.18605267,0.05891419,0.5689805,0.2844902575016022
8f3u7t,-0.4019,0.0,0.351,0.649,0.011591862,0.9122123,0.076195806,-0.90062046,-0.6512602302551269
8f5445,0.5714,0.025,0.014,0.962,0.20008352,0.038785838,0.76113063,0.16129768,0.3663488394737244
8f63la,0.2732,0.344,0.0,0.656,0.07121087,0.04272814,0.886061,0.028482728,0.15084136385321617
8f7duv,-0.3182,0.0,0.095,0.905,0.1421398,0.015460776,0.8423995,0.12667903,-0.09576048347949981
8f7vpz,-0.8271,0.038,0.163,0.799,0.021789204,0.3836198,0.594591,-0.3618306,-0.5944652960777282
8f8bkz,-0.4019,0.098,0.145,0.757,0.07643179,0.081570745,0.8419974,-0.005138956,-0.2035194780051708
8fd5j2,0.9996,0.149,0.022,0.829,0.078888915,0.43461004,0.48650098,-0.35572112,0.3219394419670105
8fdma8,0.0,0.0,0.0,1.0,0.2949777,0.008576848,0.69644547,0.28640085,0.14320042729377747
8fdxxp,-0.6199,0.115,0.146,0.74,0.029309174,0.06567372,0.9050171,-0.03636454,-0.32813227022886277
8fdy3y,0.0,0.0,0.0,1.0,0.049094085,0.031769883,0.91913605,0.017324202,0.00866210088133812
8fiyxf,-0.9893,0.095,0.151,0.754,0.030569788,0.2641202,0.70531,-0.2335504,-0.6114251997709275
8fj1j3,0.1725,0.12,0.088,0.791,0.029746408,0.46163025,0.5086233,-0.43188384,-0.129691920876503
8flvws,0.7579,0.419,0.0,0.581,0.22086573,0.017031766,0.7621024,0.20383397,0.48086698372364045
8fmasd,0.34,0.231,0.0,0.769,0.035865925,0.04674695,0.9173871,-0.010881025,0.16455948732793332
8fqi5g,0.8267,0.048,0.018,0.934,0.58646774,0.3089681,0.10456413,0.27749965,0.552099822974205
8frhi2,0.7332,0.115,0.042,0.843,0.016708976,0.66695535,0.31633565,-0.6502464,0.041476809120178204
8fxptp,0.296,0.049,0.0,0.951,0.036712285,0.1421788,0.82110894,-0.105466515,0.09526674258708953
8fywxf,0.5719,0.281,0.0,0.719,0.032651246,0.034051344,0.93329746,-0.0014000982,0.2852499508976936
8g1q55,-0.296,0.0,0.306,0.694,0.025923649,0.72427124,0.24980514,-0.69834757,-0.49717378425598147
8g8vqu,0.4389,0.366,0.0,0.634,0.13398337,0.01950638,0.8465103,0.11447699,0.2766884968400002
8g9kaq,0.0,0.0,0.0,1.0,0.03520675,0.09578441,0.8690089,-0.06057766,-0.030288830399513245
8ghr7m,0.0,0.0,0.0,1.0,0.03767875,0.05432035,0.9080009,-0.016641602,-0.008320800960063934
8gljv9,-0.2732,0.0,0.047,0.953,0.62901175,0.010351496,0.3606368,0.6186603,0.17273013558387756
8gly5t,-0.5255,0.0,0.459,0.541,0.038251907,0.034886673,0.92686135,0.0033652335,-0.2610673832297325
8gnmpa,0.9411,0.131,0.03,0.839,0.044321213,0.025405087,0.93027365,0.018916126,0.48000806317031386
8gop47,0.4069,0.346,0.223,0.431,0.078185454,0.04170034,0.8801142,0.036485113,0.22169255660176276
8gqr92,0.0,0.0,0.0,1.0,0.0428139,0.01721615,0.9399699,0.025597751,0.012798875570297241
8gs2ya,0.0,0.0,0.0,1.0,0.21491763,0.009666601,0.77541584,0.20525102,0.10262551158666611
8gw8b4,0.7443,0.107,0.073,0.82,0.06789473,0.10692979,0.8251755,-0.03903506,0.3526324702441692
8h1hpe,-0.5106,0.0,0.155,0.845,0.1282193,0.011405836,0.8603749,0.11681347,-0.1968932632982731
8h1wwa,0.0,0.0,0.0,1.0,0.033534165,0.057976957,0.9084889,-0.024442792,-0.01222139596939087
8h2wdy,0.0,0.0,0.0,1.0,0.053190846,0.016785724,0.9300234,0.036405124,0.018202561885118484
8h38jj,0.9931,0.105,0.084,0.811,0.14016622,0.025298972,0.8345348,0.114867255,0.5539836275458336
8h39ug,0.3182,0.247,0.0,0.753,0.6450436,0.10348228,0.25147408,0.5415613,0.42988065276145937
8h691m,-0.2177,0.18,0.243,0.577,0.0974357,0.31790808,0.58465624,-0.22047238,-0.21908619025945664
8h6vxi,0.7506,0.181,0.0,0.819,0.83020806,0.007933138,0.16185881,0.8222749,0.7864374616622924
8h88wu,-0.2584,0.0,0.289,0.711,0.042784944,0.04850876,0.9087063,-0.0057238154,-0.13206190770566464
8h8bhn,-0.5719,0.0,0.481,0.519,0.02136846,0.29306743,0.68556416,-0.27169895,-0.4217994758605957
8h91p4,0.0,0.0,0.0,1.0,0.06762042,0.035132654,0.8972469,0.032487765,0.016243882477283478
8hadvo,-0.9657,0.055,0.165,0.78,0.020774642,0.6635079,0.31571743,-0.6427332,-0.8042166081428528
8hdhjn,-0.8881,0.041,0.064,0.895,0.04958998,0.067532554,0.88287747,-0.017942574,-0.4530212869375944
8hek3u,0.2732,0.296,0.0,0.704,0.069039814,0.036222156,0.8947381,0.032817658,0.15300882901847362
8hhezz,0.4404,0.116,0.0,0.884,0.6342437,0.01461152,0.3511448,0.6196322,0.5300160922527313
8hi1cf,0.0,0.0,0.0,1.0,0.33711833,0.013250694,0.6496309,0.32386762,0.1619338095188141
8hk7lq,0.0,0.0,0.0,1.0,0.02202914,0.04835635,0.9296145,-0.026327211,-0.013163605704903603
8hl7fe,0.34,0.444,0.0,0.556,0.039207924,0.028693255,0.9320988,0.010514669,0.17525733456015588
8hlyeo,-0.4657,0.055,0.184,0.761,0.024288941,0.64187056,0.3338405,-0.6175816,-0.5416408029556274
8hmyod,0.5719,0.151,0.0,0.849,0.02991476,0.07117533,0.89890987,-0.04126057,0.26531971485614775
8hq3xy,0.3612,0.217,0.0,0.783,0.05150977,0.3084052,0.64008504,-0.25689542,0.05215228853225709
8hvumb,0.3769,0.34,0.0,0.66,0.028098894,0.05449833,0.91740286,-0.026399435,0.1752502822622657
8hw9nf,0.4753,0.256,0.0,0.744,0.8893582,0.009634494,0.10100725,0.8797237,0.6775118638515473
8i0npt,0.6956,0.156,0.0,0.844,0.098087914,0.013706407,0.8882057,0.084381506,0.3899907529234886
8i4t0h,-0.9694,0.083,0.126,0.791,0.026897276,0.21694638,0.75615627,-0.1900491,-0.579724548470974
8i5s64,0.0,0.0,0.0,1.0,0.0694753,0.043623254,0.8869015,0.025852047,0.012926023453474045
8i7b38,0.517,0.097,0.062,0.841,0.034295052,0.46141967,0.5042853,-0.42712462,0.04493769025802613
8idg71,0.0276,0.073,0.096,0.831,0.03934544,0.027782323,0.9328723,0.011563117,0.019581558342278003
8ieffr,0.9916,0.196,0.012,0.792,0.17979914,0.012304489,0.8078964,0.16749465,0.5795473273277283
8ievqb,0.986,0.252,0.039,0.709,0.12926203,0.014983744,0.85575414,0.11427829,0.5501391433477402
8iezbn,0.0,0.0,0.0,1.0,0.5526301,0.013648839,0.43372098,0.53898126,0.26949062943458557
8ihkg7,0.5106,0.623,0.0,0.377,0.27234474,0.017027631,0.71062756,0.2553171,0.3829585459709168
8ijmxb,0.0,0.0,0.0,1.0,0.15901662,0.09394205,0.74704134,0.06507457,0.03253728523850441
8ilu0v,0.0,0.0,0.0,1.0,0.2103788,0.012913997,0.77670723,0.1974648,0.09873239696025848
8im104,0.25,0.02,0.0,0.98,0.043918576,0.06335657,0.89272475,-0.019437995,0.1152810025960207
8imj5c,0.5106,0.398,0.0,0.602,0.1887223,0.014882877,0.7963948,0.17383942,0.3422197100400925
8io6nr,0.1531,0.271,0.208,0.521,0.061961554,0.03178516,0.90625334,0.030176394,0.09163819684386254
8ipkoq,0.0,0.0,0.0,1.0,0.29192337,0.010762639,0.697314,0.28116074,0.14058037102222443
8ipqb8,-0.886,0.041,0.083,0.876,0.04068365,0.09454284,0.86477345,-0.05385919,-0.4699295945763588
8iqlwh,0.0,0.0,0.0,1.0,0.053190846,0.016785724,0.9300234,0.036405124,0.018202561885118484
8isy6t,0.0,0.0,0.0,1.0,0.016798396,0.52817935,0.45502222,-0.511381,-0.25569048523902893
8itez4,0.2263,0.241,0.0,0.759,0.044081785,0.030395908,0.92552227,0.0136858765,0.11999293825179339
8iv7re,0.0,0.0,0.0,1.0,0.033197902,0.18435618,0.7824459,-0.15115827,-0.07557913661003113
8ivi17,0.6597,0.414,0.125,0.461,0.072679676,0.026811983,0.90050834,0.045867693,0.3527838463395834
8ivpqr,-0.3552,0.056,0.048,0.897,0.035972644,0.06327012,0.9007573,-0.027297478,-0.1912487390846014
8ix8ge,0.2732,0.057,0.0,0.943,0.030820498,0.017749755,0.95142967,0.0130707435,0.14313537176549435
8j01gs,0.0,0.0,0.0,1.0,0.025142334,0.06944405,0.9054137,-0.04430172,-0.022150859236717224
8j180o,0.0,0.0,0.0,1.0,0.059201237,0.012726718,0.928072,0.04647452,0.023237260058522224
8j31ps,-0.9973,0.05,0.122,0.828,0.020371541,0.5923285,0.3873,-0.57195693,-0.7846284662723542
8j31q8,0.34,0.194,0.0,0.806,0.9442427,0.022577254,0.033180054,0.9216655,0.6308327448368073
8j4wps,-0.5719,0.0,0.346,0.654,0.020834861,0.28971228,0.6894528,-0.26887742,-0.42038870842456816
8j6947,-0.3313,0.13,0.196,0.674,0.095937856,0.013090793,0.8909714,0.08284706,-0.1242264706134796
8j7h15,-0.2732,0.0,0.677,0.323,0.031314675,0.5258849,0.44280037,-0.49457026,-0.3838851276397705
8j8f3q,0.0,0.0,0.0,1.0,0.06919819,0.022851802,0.9079501,0.04634639,0.023173194378614426
8jbvsz,-0.3182,0.0,0.141,0.859,0.18813084,0.015205523,0.7966637,0.17292532,-0.07263733837604522
8jdaji,0.1779,0.162,0.12,0.719,0.033712935,0.10267559,0.86361146,-0.06896265,0.05446867574453354
8jfp4x,-0.1027,0.0,0.123,0.877,0.09641218,0.012452024,0.8911358,0.08396016,-0.009369919693470001
8jg09d,0.0,0.0,0.0,1.0,0.021797756,0.2263357,0.7518666,-0.20453794,-0.10226897150278091
8jjaks,0.0,0.0,0.0,1.0,0.05118462,0.03221327,0.91660213,0.01897135,0.009485675022006035
8jjqqp,0.5994,0.796,0.0,0.204,0.04127998,0.027920391,0.9307996,0.013359588,0.30637979381978514
8jmkwf,0.9979,0.114,0.036,0.85,0.02698259,0.064713135,0.9083042,-0.037730545,0.48008472759723664
8jmzlk,0.0,0.0,0.0,1.0,0.0692061,0.016177764,0.91461617,0.053028338,0.026514168828725815
8jrn0i,-0.128,0.0,0.036,0.964,0.24731033,0.012234056,0.7404556,0.23507626,0.05353813177347183
8jro4y,0.0,0.0,0.0,1.0,0.025893833,0.76065946,0.21344669,-0.73476565,-0.36738282442092896
8jut80,0.0,0.0,0.0,1.0,0.04215018,0.09807232,0.85977757,-0.05592214,-0.027961069718003273
8jx3eg,0.0,0.0,0.0,1.0,0.03201386,0.035041258,0.93294483,-0.0030273981,-0.0015136990696191788
8jyw05,0.7213,0.232,0.0,0.768,0.07132195,0.027598795,0.90107936,0.043723155,0.38251157740652564
8k3ya0,0.9337,0.063,0.017,0.92,0.09744644,0.012658314,0.8898952,0.08478813,0.5092440643668175
8k4kdf,0.3612,0.556,0.0,0.444,0.035868727,0.07507589,0.88905543,-0.03920716,0.16099641976356507
8k4uoh,-0.1779,0.087,0.111,0.801,0.019382106,0.12988627,0.85073155,-0.110504165,-0.1442020826458931
8k4xzb,0.0,0.0,0.0,1.0,0.028872883,0.15895498,0.8121721,-0.1300821,-0.06504105031490326
8k4zub,0.0,0.0,0.0,1.0,0.053192683,0.012077208,0.9347302,0.041115474,0.020557736977934837
8k5n0k,-0.4854,0.081,0.104,0.816,0.023480233,0.35558122,0.6209385,-0.332101,-0.40875049371719363
8ka78o,-0.6613,0.0,0.151,0.849,0.04295371,0.121847324,0.83519894,-0.07889362,-0.3700968083977699
8ka882,0.3612,0.037,0.02,0.944,0.035527457,0.036257084,0.92821544,-0.0007296279,0.18023518604636193
8kau3k,0.6705,0.16,0.0,0.84,0.093362086,0.023367248,0.8832707,0.06999484,0.37024741852283477
8kb1xn,0.0,0.0,0.0,1.0,0.051688213,0.1138787,0.834433,-0.062190484,-0.031095242127776146
8kcn5a,-0.4019,0.0,0.184,0.816,0.030372234,0.64630353,0.32332423,-0.6159313,-0.5089156362533569
8kcn8r,-0.4019,0.0,0.184,0.816,0.030372234,0.64630353,0.32332423,-0.6159313,-0.5089156362533569
8kctoa,0.4404,0.244,0.0,0.756,0.4006955,0.0095697725,0.5897347,0.39112574,0.41576286931037904
8kf5y3,-0.34,0.0,0.324,0.676,0.0357365,0.053373557,0.91089,-0.017637055,-0.1788185276836157
8kgf1n,0.0,0.0,0.0,1.0,0.022522176,0.062370703,0.9151072,-0.03984853,-0.019924264401197433
8kgniq,-0.2732,0.0,0.16,0.84,0.022967989,0.1360827,0.84094936,-0.11311471,-0.19315735358595848
8kjv1b,-0.4019,0.146,0.343,0.511,0.69183016,0.2688653,0.03930456,0.42296487,0.010532435464859019
8kk0pa,0.7345,0.469,0.0,0.531,0.0885726,0.016273245,0.89515406,0.072299354,0.40339967688918116
8kkszi,0.6597,0.351,0.0,0.649,0.7107166,0.010847556,0.27843583,0.69986904,0.6797845183372497
8klw4f,0.8099,0.078,0.064,0.859,0.033022434,0.12973766,0.8372399,-0.09671523,0.3565923866152763
8km85h,0.0,0.0,0.0,1.0,0.5049477,0.0070183277,0.48803398,0.4979294,0.24896469712257385
8knrah,0.0,0.0,0.0,1.0,0.0722227,0.012707641,0.9150697,0.05951506,0.029757529497146606
8kpjam,0.0,0.0,0.0,1.0,0.018163428,0.08991242,0.89192414,-0.071748994,-0.03587449714541435
8krvv2,0.0,0.0,0.0,1.0,0.053989813,0.016536964,0.92947316,0.037452847,0.018726423382759094
8kwi2v,0.9958,0.084,0.027,0.889,0.6450166,0.01616336,0.33881998,0.62885326,0.8123266307353973
8kyici,0.6124,0.093,0.0,0.907,0.032906666,0.026357777,0.9407356,0.006548889,0.3094744444906712
8kzpdl,0.3818,0.148,0.0,0.852,0.13097082,0.009695068,0.8593341,0.12127575,0.2515378763914108
8kzzay,0.0,0.0,0.0,1.0,0.031153774,0.2466347,0.7222116,-0.21548094,-0.10774046927690506
8l3z24,0.4588,0.6,0.0,0.4,0.13236472,0.011924545,0.85571074,0.12044018,0.2896200888097286
8l8bfh,0.3818,0.191,0.0,0.809,0.07166343,0.016356517,0.9119801,0.055306915,0.21855345759689807
8l8l76,-0.106,0.1,0.094,0.806,0.030055994,0.28995684,0.67998725,-0.25990084,-0.18295041906833648
8latvf,0.5719,0.552,0.0,0.448,0.06455658,0.02856163,0.90688175,0.035994947,0.30394747347831724
8lb2bf,0.0,0.0,0.0,1.0,0.04893389,0.016167907,0.93489814,0.032765985,0.016382992267608643
8lcxwx,0.0258,0.091,0.0,0.909,0.09121509,0.010948958,0.89783585,0.08026613,0.05303306647539139
8lfmlv,0.0,0.0,0.0,1.0,0.03573803,0.06202959,0.9022324,-0.02629156,-0.013145780190825462
8lhpa6,-0.128,0.15,0.165,0.685,0.0139299035,0.79590434,0.19016579,-0.78197443,-0.45498721742630005
8li9z4,-0.2406,0.059,0.079,0.861,0.023477096,0.57066894,0.40585396,-0.54719186,-0.393895929145813
8ln3gf,0.4019,0.213,0.0,0.787,0.13934729,0.064933635,0.7957191,0.07441365,0.23815682486891745
8los6l,0.0,0.0,0.0,1.0,0.11545359,0.027589235,0.85695714,0.087864354,0.04393217712640762
8lqv4d,-0.128,0.0,0.2,0.8,0.0592022,0.72429085,0.21650696,-0.66508865,-0.39654432678222656
8lr31t,-0.8143,0.0,0.413,0.587,0.028158937,0.20945397,0.7623871,-0.18129504,-0.49779751863479615
8lv5f0,0.5984,0.196,0.0,0.804,0.8997493,0.014387909,0.08586292,0.8853614,0.741880686712265
8lwjsq,0.0,0.0,0.0,1.0,0.036598142,0.030229963,0.9331718,0.006368179,0.0031840894371271133
8lxxc4,-0.2263,0.0,0.174,0.826,0.03092291,0.49533,0.47374713,-0.4644071,-0.3453535431861877
8lyqom,0.0,0.0,0.0,1.0,0.04935994,0.021234266,0.92940575,0.028125674,0.014062836766242981
8m1cut,0.7563,0.056,0.051,0.892,0.067268714,0.47887224,0.45385897,-0.4116035,0.17234824481010436
8m1if3,0.0,0.0,0.0,1.0,0.023361105,0.035220347,0.94141847,-0.011859242,-0.005929620936512947
8m29pu,0.0,0.0,0.0,1.0,0.021276088,0.04666411,0.9320599,-0.025388023,-0.012694011442363262
8m2kqz,0.0,0.0,0.0,1.0,0.074049905,0.022707919,0.9032422,0.05134199,0.025670994073152542
8m3u7s,0.9744,0.062,0.034,0.904,0.05994544,0.035563607,0.90449095,0.024381835,0.499390917506814
8m5lt8,-0.9739,0.071,0.09,0.839,0.030394332,0.2580919,0.71151376,-0.22769757,-0.6007987830758095
8m9a6b,0.4404,0.266,0.0,0.734,0.44966722,0.012523149,0.53780967,0.43714407,0.4387720354318619
8m9ax7,0.4019,0.153,0.0,0.847,0.3250495,0.009365093,0.66558534,0.3156844,0.3587922039747238
8m9jj5,0.875,0.104,0.041,0.855,0.05164087,0.03944698,0.9089122,0.012193888,0.4435969442129135
8mgyky,-0.34,0.0,0.255,0.745,0.027271293,0.100958355,0.8717704,-0.07368706,-0.20684353083372117
8mjcw6,0.25,0.667,0.0,0.333,0.030174578,0.060621705,0.9092038,-0.030447127,0.10977643635123968
8mq7ll,0.0,0.0,0.0,1.0,0.036223102,0.057775185,0.9060018,-0.021552082,-0.010776041075587273
8mrrsq,-0.8934,0.086,0.136,0.778,0.033132784,0.22163123,0.745236,-0.18849844,-0.5409492187023163
8msupp,0.9284,0.097,0.039,0.864,0.08690125,0.027410913,0.8856878,0.059490334,0.49394516712129116
8mwn1g,0.2023,0.133,0.089,0.778,0.017085975,0.93308246,0.049831618,-0.9159965,-0.35684824595451353
8mz6at,0.0,0.0,0.0,1.0,0.076643646,0.14697117,0.77638525,-0.07032752,-0.0351637601852417
8n1dtd,0.0,0.0,0.0,1.0,0.050544146,0.019878514,0.92957735,0.030665632,0.015332816168665886
8n6km8,0.2023,0.101,0.0,0.899,0.05592599,0.018401429,0.9256726,0.037524562,0.11991228116452694
8n6tn5,0.2023,0.101,0.0,0.899,0.05592599,0.018401429,0.9256726,0.037524562,0.11991228116452694
8nbmdp,0.4404,0.266,0.0,0.734,0.11054116,0.028575923,0.86088294,0.08196524,0.26118261892795563
8ndpan,0.0,0.0,0.0,1.0,0.09977619,0.010724857,0.8894989,0.089051336,0.044525668025016785
8nk912,0.0,0.0,0.0,1.0,0.02187424,0.14824443,0.8298813,-0.12637019,-0.06318509578704834
8nk9hq,-0.7003,0.0,0.072,0.928,0.034866635,0.27800885,0.6871245,-0.24314222,-0.4717211086988449
8nkl75,-0.3182,0.0,0.161,0.839,0.0208544,0.66900903,0.31013662,-0.6481546,-0.483177308177948
8npddy,0.743,0.593,0.0,0.407,0.114276856,0.04507238,0.8406508,0.06920448,0.40610223972797393
8ns46p,0.0,0.0,0.0,1.0,0.067003466,0.024321057,0.9086755,0.04268241,0.02134120464324951
8nu7a1,-0.4019,0.0,0.31,0.69,0.027080657,0.028066102,0.9448532,-0.0009854455,-0.20144272272735833
8nuj6j,0.4019,0.213,0.0,0.787,0.6932661,0.007284556,0.29944935,0.6859815,0.543940756034851
8nvidc,0.9475,0.068,0.056,0.876,0.050294317,0.06820003,0.88150567,-0.017905712,0.46479714393615723
8nxl4w,0.7579,0.481,0.0,0.519,0.837576,0.007885725,0.1545384,0.8296902,0.7937951089859009
8nzgf1,0.0,0.0,0.0,1.0,0.08264793,0.015691273,0.90166074,0.066956654,0.033478327095508575
8o2x9d,0.0,0.0,0.0,1.0,0.10424893,0.014644818,0.88110626,0.08960412,0.04480205848813057
8o69im,0.25,0.182,0.0,0.818,0.14782244,0.008582497,0.84359515,0.13923994,0.19461996853351593
8o7cbw,-0.7639,0.0,0.397,0.603,0.052328333,0.020696148,0.9269755,0.031632185,-0.3661339075088501
8o7crr,-0.296,0.0,0.216,0.784,0.07482183,0.26717496,0.6580032,-0.19235313,-0.24417656469345092
8o8yyg,-0.7,0.0,0.286,0.714,0.019056592,0.37263492,0.60830855,-0.35357833,-0.5267891645431518
8oa41u,0.4003,0.172,0.0,0.828,0.17476642,0.013210592,0.8120229,0.16155583,0.28092791333198547
8ogdg5,0.0,0.0,0.0,1.0,0.028204167,0.044125624,0.9276702,-0.015921457,-0.007960728369653225
8oge08,0.0,0.0,0.0,1.0,0.07594785,0.010357399,0.9136948,0.065590456,0.03279522806406021
8oi92x,-0.4926,0.0,0.615,0.385,0.019780621,0.64260304,0.33761638,-0.6228224,-0.5577112019538879
8oiagk,0.0,0.0,0.0,1.0,0.08136615,0.011442072,0.9071919,0.06992408,0.034962039440870285
8oj8d9,-0.25,0.047,0.071,0.882,0.038547765,0.035773184,0.925679,0.0027745813,-0.12361270934343338
8oohbs,0.0516,0.179,0.168,0.652,0.056708068,0.3226753,0.6206166,-0.26596722,-0.10718361003398895
8owg1r,0.7269,0.466,0.0,0.534,0.054694735,0.051043212,0.894262,0.003651522,0.3652757610499859
8oyp4f,0.34,0.255,0.0,0.745,0.033651855,0.017169299,0.9491788,0.016482556,0.17824127811938525
